plan_id,crop_id,total_weightage,cmpl_total_weightage,primary_output,block_area,weight_score,yield_per_acre,stage_0_weight,cmpl_stage_0_weight,stage_1_weight,cmpl_stage_1_weight,stage_2_weight,cmpl_stage_2_weight,stage_3_weight,cmpl_stage_3_weight,stage_4_weight,cmpl_stage_4_weight,stage_5_weight,cmpl_stage_5_weight,stage_6_weight,cmpl_stage_6_weight,stage_7_weight,cmpl_stage_7_weight,stage_8_weight,cmpl_stage_8_weight,stage_9_weight,cmpl_stage_9_weight,seed_type,est_yld_per_acre,range_from,range_to
1516,835,332.75,111.75,2023,1.4,0.335837,1445,0,0,16.25,11.25,10,5,115,58.5,159,32,32.5,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3010,853,131.25,121.25,1000,0.5,0.923809,2000,0,0,8.75,8.75,7.5,7.5,27.5,27.5,50,45,37.5,32.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2039,870,339.25,282.75,1784,2,0.833456,892,28,19.5,11.25,6.25,17.5,10,60,47,74.5,69.5,148,130.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2359,801,428.75,333.25,11000,0.5,0.777259,22000,0,0,13.75,3.75,12.5,10,91,70,219,189.5,92.5,60,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3293,888,267.5,200,6885,0.5,0.747663,13770,0,0,13.75,8.75,12.5,10,108,87,93,58.5,39,34.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
836,831,285.5,151.75,2975,1.5,0.531523,1983.333333,0,0,13.75,8.75,12.5,10,128,79.5,115,48.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1139,810,106,42.5,469,5,0.400943,93.8,0,0,15,10,12.5,10,71,17.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2206,811,215.25,180.75,1138.9,0.25,0.839721,4555.6,0,0,11.25,6.25,12.5,10,100,90.5,59,49,32.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
245,811,276.25,146.25,4610,2,0.529411,2305,0,0,11.25,11.25,12.5,12.5,158.5,75,66.5,22.5,27.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1977,870,296.25,179.75,2204,1,0.606751,2204,0,0,11.25,6.25,12.5,10,60,49,64.5,27.5,148,87,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1899,853,189.25,152.25,3306,1,0.804491,3306,0,0,13.75,8.75,10,7.5,36.5,29.5,77,57,52,49.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
328,811,239.25,190.75,5636,0.8,0.797283,7045,0,0,11.25,11.25,12.5,12.5,126.5,104.5,61.5,42.5,27.5,20,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2454,801,461.25,314.75,1100,0.5,0.682384,2200,0,0,11.25,6.25,15,12.5,86,64,254,192,95,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1759,859,123.5,42.5,711,2,0.344129,355.5,0,0,15,10,12.5,7.5,53.5,12.5,0,0,42.5,12.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3538,894,284.25,230.25,4971,1,0.810026,4971,0,0,16.25,11.25,10,7.5,75.5,61.5,112.5,82.5,70,67.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2941,804,281.25,256.25,1.5,1,0.911111,1.5,0,0,8.75,8.75,10,10,77.5,77.5,115,115,70,45,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2517,811,190.25,171.25,2800,2,0.900131,1400,0,0,11.25,6.25,12.5,10,77.5,68.5,56.5,56.5,32.5,30,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1538,807,389.25,300.75,6269,0.25,0.772639,25076,0,0,18.75,13.75,12.5,10,115.5,104.5,152.5,122.5,90,50,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1701,354,352.75,345.25,14000,1,0.978738,14000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,164,80,80,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3609,894,294.25,143.75,1420,0.5,0.48853,2840,0,0,16.25,11.25,10,7.5,80.5,76.5,117.5,43.5,70,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
327,810,98.5,84,2674,0.8,0.852791,3342.5,0,0,15,15,12.5,12.5,63.5,51.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1711,804,327.25,215.75,175,0.25,0.659281,700,0,0,13.75,8.75,12.5,10,90.5,90.5,138,76.5,72.5,30,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2870,873,390.75,261.75,10249,1,0.669865,10249,0,0,11.25,6.25,15,12.5,113,79.5,187,133.5,64.5,30,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2273,869,330.25,241.25,2361,0.75,0.730507,3148,0,0,13.75,8.75,10,7.5,144,140,71,47.5,91.5,37.5,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
1704,870,296.25,233.25,5870,1.5,0.787341,3913.333333,0,0,11.25,6.25,12.5,7.5,60,37,64.5,52,148,130.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
3234,811,182.5,172.5,7197,1.5,0.945205,4798,23.75,23.75,6.25,6.25,10,10,50,50,67.5,62.5,25,20,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
460,807,374.25,83.75,136.4,0.39,0.22378,349.7435897,0,0,21.25,16.25,10,7.5,108,39,147.5,21,87.5,0,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
842,824,78.25,36.25,1272,2,0.463258,636,0,0,16.25,11.25,7.5,7.5,47,12.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
244,810,96,76.5,1840,1,0.796875,1840,0,0,15,15,12.5,12.5,61,44,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1871,871,190.75,94.75,1756,1,0.496723,1756,0,0,11.25,6.25,12.5,5,157,76,0,0,10,7.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2024,855,341.75,227.75,1240,1,0.666422,1240,0,0,13.75,6.25,10,7.5,81,35,106,99,131,80,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2493,825,312.25,284.75,2535,1,0.911929,2535,0,0,13.75,3.75,12.5,10,98,90.5,130.5,125.5,57.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2338,870,321.25,231.25,1768,1,0.719844,1768,0,0,11.25,6.25,12.5,10,100,72,46.5,41.5,151,101.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2148,867,131.25,87.75,351,1,0.668571,351,0,0,11.25,6.25,12.5,7.5,97.5,66.5,0,0,10,7.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
3360,894,299.25,244.25,1958,2,0.816207,979,0,0,16.25,11.25,10,7.5,80.5,75.5,122.5,82.5,70,67.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3494,841,356.25,115.75,75,0.5,0.324912,150,0,0,13.75,8.75,12.5,7.5,68.5,26.5,181.5,68,80,5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1218,118,247.75,217.25,330,0.25,0.876892,1320,0,0,19.75,17.25,10,7.5,38.5,27.5,49.5,35,130,130,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
3359,873,420.75,276.25,3168,1,0.656565,3168,32.5,31,11.25,6.25,15,12.5,98.5,59.5,189,127,74.5,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1316,133,270.75,149.75,440,0.38,0.553093,1157.894737,0,0,9.75,9.75,16.5,7.5,59,37.5,105.5,50,80,45,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
95,805,101.25,43.75,1582,2,0.432098,791,0,0,8.75,8.75,10,5,46,17.5,29,7.5,7.5,5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1839,858,140.25,100.75,533,2.8,0.71836,190.3571429,0,0,16.25,6.25,7.5,7.5,69,57,0,0,47.5,30,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
3801,859,138.5,96,800,2.8,0.69314,285.7142857,0,0,15,10,12.5,10,63.5,63.5,0,0,47.5,12.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
725,806,425.75,246.25,587.5,0.5,0.578391,1175,0,0,18.75,8.75,15,10,100.5,45,204,142.5,87.5,40,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2770,801,461.25,309.75,1364,0.25,0.671544,5456,0,0,11.25,1.25,15,12.5,91,91,249,185,95,20,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2188,878,215.25,162.25,2055,1,0.753774,2055,0,0,11.25,6.25,12.5,10,80.5,59.5,44,39,67,47.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2266,351,206.25,198.75,9500,1,0.963636,9500,0,0,9.75,7.25,15,12.5,100,97.5,71.5,71.5,10,10,0,0,0,0,0,0,0,0,Hybrid,23269.46,20234.31,26304.61
2442,354,597.75,490.25,1500,0.5,0.820158,3000,0,0,9.75,7.25,14,11.5,142.5,142.5,351.5,269,80,60,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
2792,885,467.25,297.25,2607,1,0.636169,2607,0,0,13.75,8.75,15,12.5,117.5,93.5,211.5,127.5,109.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3617,812,216.25,138.75,1835,0.75,0.641618,2446.666667,0,0,6.25,6.25,10,10,107.5,107.5,62.5,15,30,0,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2525,354,597.75,477.75,3250,0.5,0.799247,6500,0,0,9.75,7.25,14,11.5,142.5,142.5,351.5,261.5,80,55,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1994,859,123.5,62,407,1.4,0.502024,290.7142857,0,0,15,5,12.5,10,53.5,37,0,0,42.5,10,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1462,352,118.75,95.75,9000,0.75,0.806315,12000,0,0,9.75,9.75,15,7.5,48.5,38,35.5,35.5,10,5,0,0,0,0,0,0,0,0,Variety,9105.44,6070.29,12140.59
1154,808,156,64,3019,2,0.410256,1509.5,0,0,11,1,10,7.5,83,20.5,46.5,32,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1723,870,306.25,228.75,1058,0.25,0.746938,4232,0,0,11.25,6.25,12.5,10,65,52,74.5,69.5,143,91,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2987,888,292.5,168.75,5210,3.75,0.576923,1389.333333,0,0,13.75,8.75,12.5,10,128,106.5,98,38.5,39,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2112,858,145.25,105.75,9101,2.8,0.728055,3250.357143,0,0,16.25,8.75,7.5,7.5,69,39.5,0,0,52.5,50,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1925,853,174.25,147.25,3189,1,0.84505,3189,0,0,13.75,8.75,10,7.5,31.5,24.5,67,57,52,49.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1876,871,190.75,130.75,1647,2,0.685452,823.5,0,0,11.25,6.25,12.5,7.5,157,109.5,0,0,10,7.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
216,819,244.25,86.25,9350,2,0.353121,4675,0,0,13.75,13.75,10,7.5,67.5,37.5,125.5,22.5,27.5,5,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
2116,857,159.25,117.75,1405,2.5,0.739403,562,0,0,13.75,8.75,12.5,10,85.5,54,47.5,45,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
1170,209,190.25,148.75,170000,4,0.781865,42500,0,0,9.75,9.75,12.5,10,21.5,14,58.5,45,73,55,15,15,0,0,0,0,0,0,Variety,45527.21,40468.63,50585.78
2081,855,321.75,262.25,3124,1,0.815073,3124,0,0,13.75,8.75,10,7.5,71,57,96,86.5,131,102.5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2468,858,140.25,112.75,793,3,0.803921,264.3333333,0,0,16.25,11.25,7.5,7.5,64,64,0,0,52.5,30,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
772,831,290.5,123.75,3864.5,0.5,0.425989,7729,0,0,13.75,6.25,12.5,10,123,62.5,125,40,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3775,825,241.25,158.75,777,0.5,0.658031,1554,0,0,6.25,6.25,10,10,47.5,47.5,122.5,75,55,20,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1713,354,352.75,226.25,8000,0.5,0.641389,16000,0,0,9.75,9.75,16.5,16.5,82.5,82.5,164,82.5,80,35,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
434,807,374.25,90.25,104,0.39,0.241148,266.6666667,0,0,21.25,16.25,10,7.5,108,33,147.5,23.5,87.5,10,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1197,811,215.25,160.25,351,1,0.744483,351,0,0,11.25,1.25,12.5,10,95,85,64,59,32.5,5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
840,807,379.25,210.25,536,2,0.554383,268,0,0,21.25,8.75,10,7.5,113,63,147.5,86,87.5,45,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
2492,841,470.25,350.25,7238,1,0.744816,7238,0,0,11.25,1.25,15,12.5,91,88.5,258,198,95,50,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1476,841,376.25,352.25,8386,2.25,0.936212,3727.111111,0,0,11.25,6.25,15,12.5,66,55,201.5,198.5,82.5,80,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2817,812,249.25,204.25,3543,0.25,0.819458,14172,0,0,11.25,1.25,12.5,10,96.5,91.5,101.5,96.5,27.5,5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2613,858,152.75,135.25,544,2,0.885433,272,0,0,16.25,11.25,7.5,7.5,74,69,0,0,55,47.5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
3488,894,299.25,224.25,116,0.5,0.749373,232,0,0,16.25,11.25,10,7.5,85.5,70.5,117.5,97.5,70,37.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1287,808,190,51,60,0.86,0.268421,69.76744186,0,0,11,6,10,7.5,83,27.5,80.5,7,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
229,809,148.5,80.5,1,5,0.542087,0.2,0,0,11,11,10,10,83,43,36.5,16.5,8,0,0,0,0,0,0,0,0,0,Variety,607.03,404.69,809.37
897,813,287.75,241.25,60,0.15,0.838401,400,0,0,13.75,11.25,10,7.5,96,80,110.5,87.5,57.5,55,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2291,859,131,69.5,5364,1,0.530534,5364,0,0,15,10,12.5,10,56,44.5,0,0,47.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2090,860,303.75,247.75,2548,2,0.815637,1274,0,0,11.25,6.25,12.5,10,107,105,79,74,94,52.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
862,825,317.25,159.25,629,1,0.50197,629,0,0,13.75,8.75,12.5,7.5,100.5,44.5,133,53.5,57.5,45,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3107,801,391.75,269.25,917,1,0.6873,917,0,0,6.25,6.25,12.5,12.5,85.5,85.5,195,130,92.5,35,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
585,806,395.75,236.25,3377.5,2.6,0.596967,1299.038462,0,0,21.25,18.75,12.5,7.5,93,60,181.5,75,87.5,75,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1540,801,381.25,367.25,7520,3,0.963278,2506.666667,0,0,11.25,6.25,15,12.5,66,62,206.5,206.5,82.5,80,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2118,871,185.75,131.75,4096,0.5,0.709286,8192,0,0,11.25,6.25,12.5,10,152,113,0,0,10,2.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1706,855,336.75,196.75,603,1.25,0.584261,482.4,0,0,13.75,8.75,10,7.5,76,57,101,91,136,32.5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2106,825,322.25,304.75,34504,3,0.945694,11501.33333,0,0,13.75,8.75,12.5,10,103,103,135.5,128,57.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1766,358,526.75,449.25,10500,1,0.852871,10500,0,0,9.75,7.25,17.5,15,115,115,292,262,92.5,50,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
1329,807,389.25,374.25,7979,1,0.961464,7979,0,0,18.75,13.75,12.5,10,115.5,115.5,152.5,147.5,90,87.5,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
469,835,340.25,210.25,2211,0.5,0.617927,4422,0,0,16.25,11.25,10,10,120,98,161.5,81,32.5,10,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2234,358,526.75,447.75,10000,1.5,0.850023,6666.666667,0,0,9.75,7.25,17.5,15,115,115,292,260.5,92.5,50,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
2302,818,302.25,222.75,16500,1.5,0.736972,11000,0,0,11.25,6.25,12.5,10,76.5,64.5,174.5,132,27.5,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
344,819,254.25,203.25,4901,2.8,0.79941,1750.357143,0,0,13.75,13.75,10,10,72.5,72.5,130.5,87,27.5,20,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
556,831,265.5,174,1084,2.8,0.655367,387.1428571,0,0,13.75,11.25,12.5,10,108,82,115,59.5,15,10,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1495,807,389.25,372.25,6079,3,0.956326,2026.333333,0,0,18.75,13.75,12.5,10,115.5,113.5,152.5,147.5,90,87.5,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
343,832,231.25,185.75,297,5,0.803243,59.4,0,0,11.25,11.25,12.5,12.5,170,147,30,10,7.5,5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
3165,805,136.25,136.25,2600,1,1,2600,0,0,8.75,8.75,5,5,42.5,42.5,55,55,25,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
3403,886,351.75,316.75,335,3,0.900497,111.6666667,0,0,13.75,8.75,12.5,10,105.5,95.5,152.5,147.5,67.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2046,870,367.75,295.25,2984,3,0.802855,994.6666667,0,0,11.25,6.25,12.5,10,136.5,106,56.5,24.5,151,148.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
764,810,108.5,58.75,2940,1.5,0.541474,1960,0,0,15,11.25,12.5,7.5,73.5,35,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2946,853,161.25,161.25,156,1,1,156,0,0,8.75,8.75,7.5,7.5,37.5,37.5,60,60,47.5,47.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2800,820,456.25,423.25,6000,1,0.927671,6000,0,0,11.25,6.25,15,12.5,117.5,117.5,215,207,97.5,80,0,0,0,0,0,0,0,0,Variety,24281.18,16187.45,32374.9
2260,355,374.25,366.75,7176,0.5,0.979959,14352,0,0,12.25,12.25,12.5,10,130.5,130.5,164,159,55,55,0,0,0,0,0,0,0,0,Hybrid,11128.87,10117.16,12140.59
3482,884,450.75,249.75,1859.8,0.33,0.554076,5635.757576,0,0,21.25,16.25,10,7.5,118,108,191.5,88,110,30,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1104,118,247.75,172.25,4000,1,0.695257,4000,0,0,19.75,12.25,10,7.5,38.5,27.5,49.5,30,130,95,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2957,812,294.25,221.75,3925,0.75,0.75361,5233.333333,0,0,11.25,1.25,12.5,10,131.5,126.5,111.5,79,27.5,5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
520,805,186.25,106.25,1601,1,0.570469,1601,0,0,13.75,11.25,12.5,10,71,30,61.5,35,27.5,20,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2435,841,475.25,334.25,17842,0.5,0.703314,35684,0,0,11.25,6.25,15,12.5,96,94,258,176.5,95,45,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3623,825,246.25,168.75,2000,0.5,0.685279,4000,0,0,6.25,6.25,10,10,47.5,47.5,127.5,85,55,20,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
847,810,113.5,38.75,299,2,0.341409,149.5,0,0,15,11.25,12.5,5,78.5,22.5,0,0,7.5,0,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1344,808,156,47.5,882,5,0.304487,176.4,0,0,11,6,10,7.5,83,19,46.5,12,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2036,858,140.25,85.25,21,1.4,0.607843,15,0,0,16.25,11.25,7.5,7.5,69,56.5,0,0,47.5,10,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1895,353,237.5,230,1800,0.3,0.968421,6000,35.75,35.75,4.75,2.25,17.5,15,52,49.5,52.5,52.5,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
2530,801,458.75,283.75,21000,0.5,0.618528,42000,0,0,11.25,1.25,15,12.5,83.5,62,254,168,95,40,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1913,870,296.25,215.25,3151,1.5,0.726582,2100.666667,0,0,11.25,6.25,12.5,7.5,60,39.5,64.5,64.5,148,97.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
455,801,378.75,243.25,5859,0.5,0.642244,11718,0,0,11.25,8.75,15,10,66,55,204,134.5,82.5,35,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
839,806,385.75,284.75,704.5,2,0.738172,352.25,0,0,16.25,8.75,12.5,10,93,54,176.5,127,87.5,85,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
468,831,285.5,172.5,710,0.5,0.604203,1420,0,0,13.75,11.25,12.5,10,128,97.5,115,52.5,15,0,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3600,883,640.25,117.75,11,1.5,0.183912,7.333333333,0,0,13.75,8.75,12.5,10,80.5,71.5,308.5,22.5,225,5,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3197,357,607.25,360.25,1000,0.5,0.593248,2000,0,0,17.25,14.75,15,12.5,125.5,125.5,334.5,162.5,115,45,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1391,229,337.25,212.25,100,0.38,0.629355,263.1578947,0,0,19.75,19.75,10,7.5,109.5,85,78,40,120,60,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1614,807,384.25,266.75,1582,0.25,0.694209,6328,0,0,18.75,13.75,12.5,10,110.5,89.5,152.5,113.5,90,40,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
3279,888,282.5,215.5,5363,3,0.762831,1787.666667,0,0,13.75,8.75,12.5,10,123,103,93,88,39,4.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1291,120,286.75,232.25,370,0.75,0.809938,493.3333333,0,0,22.25,19.75,10,7.5,71,50,98.5,70,85,85,0,0,0,0,0,0,0,0,Variety,10117.16,8093.73,12140.59
3356,354,352.75,191.75,1000,0.5,0.543586,2000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,65.5,80,25,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3184,888,277.5,194.5,3980,0.25,0.7009,15920,0,0,13.75,8.75,12.5,10,128,104,83,63,39,7.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2004,865,261.25,197.75,251,0.94,0.756937,267.0212766,0,0,11.25,6.25,12.5,10,131.5,110,44,41.5,62,30,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
692,835,345.25,226.25,2170,2,0.655322,1085,0,0,16.25,11.25,10,7.5,120,94.5,166.5,98,32.5,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1217,128,119.75,82.25,22,0.5,0.686847,44,0,0,9.75,9.75,15,7.5,46.5,27.5,38.5,32.5,10,5,0,0,0,0,0,0,0,0,Variety,9105.44,6070.29,12140.59
1580,351,116.25,95.25,15,0.75,0.819354,20,0,0,9.75,9.75,15,7.5,54,45.5,27.5,27.5,10,5,0,0,0,0,0,0,0,0,Variety,12140.59,8093.73,16187.45
2423,354,352.75,305.25,1500,0.5,0.865343,3000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,139,80,65,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
1900,860,298.75,212.75,682,1,0.712133,682,0,0,11.25,6.25,12.5,10,97,75,79,64,99,57.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1249,121,175.25,137.25,3500,1,0.783166,3500,0,0,4.75,4.75,17.5,15,38.5,22.5,39.5,20,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
3089,888,282.5,160.75,3164,2,0.569026,1582,0,0,13.75,8.75,12.5,10,118,94.5,98,42.5,39,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
938,121,195.25,146.25,6000,0.5,0.749039,12000,0,0,4.75,1.25,17.5,15,43.5,22.5,54.5,32.5,75,75,0,0,0,0,0,0,0,0,Hybrid,24281.18,16187.45,32374.9
1550,358,506.75,418.75,5500,0.5,0.826344,11000,0,0,9.75,9.75,17.5,15,109,98,278,241,92.5,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1590,801,378.75,348.75,2555,1,0.920792,2555,0,0,11.25,1.25,15,12.5,66,66,204,194,82.5,75,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1967,855,336.75,274.25,1579,1,0.814402,1579,0,0,13.75,8.75,10,7.5,81,69.5,96,96,136,92.5,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2456,869,320.25,186.25,1419,0.25,0.581576,5676,0,0,13.75,8.75,10,7.5,144,95,56,32.5,96.5,42.5,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
2855,354,352.75,320.25,300,0.75,0.907866,400,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,149,80,70,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
563,831,243,128.75,42749.7,10,0.529835,4274.97,0,0,11.25,8.75,12.5,10,83,57.5,120,47.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
