plan_id,crop_id,total_weightage,cmpl_total_weightage,primary_output,block_area,weight_score,yield_per_acre,stage_0_weight,cmpl_stage_0_weight,stage_1_weight,cmpl_stage_1_weight,stage_2_weight,cmpl_stage_2_weight,stage_3_weight,cmpl_stage_3_weight,stage_4_weight,cmpl_stage_4_weight,stage_5_weight,cmpl_stage_5_weight,stage_6_weight,cmpl_stage_6_weight,stage_7_weight,cmpl_stage_7_weight,stage_8_weight,cmpl_stage_8_weight,stage_9_weight,cmpl_stage_9_weight,seed_type,est_yld_per_acre,range_from,range_to
3440,884,455.75,365.25,49,2,0.801426,24.5,0,0,21.25,16.25,10,7.5,113,109,201.5,167.5,110,65,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
594,842,950.25,513.25,660,2,0.540121,330,0,0,18.75,11.25,12.5,10,118,92,458.5,150,342.5,250,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
2871,885,482.25,359.25,6907,1,0.744945,6907,0,0,18.75,8.75,15,12.5,125,95,214,168,109.5,75,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3003,801,323.25,286.75,24245,1.25,0.887084,19396,0,0,6.25,1.25,12.5,12.5,50,50,174.5,165.5,80,57.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3491,811,195.75,77.25,261,0.5,0.394636,522,0,0,11.25,1.25,12.5,7.5,65,31,79.5,32.5,27.5,5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2472,859,126,112,1963,2.8,0.888888,701.0714286,0,0,15,10,12.5,10,56,52,0,0,42.5,40,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1662,807,389.25,369.25,2383,1.5,0.948619,1588.666667,0,0,18.75,13.75,12.5,10,120.5,120.5,147.5,137.5,90,87.5,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
2126,857,151.75,80.25,4932,3,0.52883,1644,0,0,13.75,8.75,12.5,10,78,54,47.5,7.5,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
3352,858,150.25,102.75,193,0.74,0.68386,260.8108108,0,0,16.25,8.75,7.5,7.5,79,59,0,0,47.5,27.5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
2460,859,133.5,109.5,9163,3,0.820224,3054.333333,0,0,15,10,12.5,10,63.5,54.5,0,0,42.5,35,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
1725,860,321.25,233.25,1809,0.75,0.72607,2412,0,0,11.25,6.25,12.5,7.5,131.5,98.5,67,57,99,64,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1392,118,247.75,217.25,1800,0.38,0.876892,4736.842105,0,0,19.75,17.25,10,7.5,38.5,27.5,49.5,35,130,130,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1838,859,133.5,94.5,1562,2.8,0.707865,557.8571429,0,0,15,10,12.5,10,63.5,39.5,0,0,42.5,35,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2209,857,154.25,135.25,2241,0.4,0.876823,5602.5,0,0,13.75,8.75,12.5,10,85.5,81.5,42.5,35,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
3387,820,372.25,333.25,281.52,1.25,0.895231,225.216,0,0,11.25,6.25,15,12.5,103,99,165.5,155.5,77.5,60,0,0,0,0,0,0,0,0,Variety,24281.18,16187.45,32374.9
794,831,322,120,4506,1.25,0.37267,3604.8,0,0,13.75,8.75,12.5,7.5,155,70,119.5,27.5,20,5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2080,853,189.25,157.25,4710,0.75,0.830911,6280,0,0,13.75,8.75,10,7.5,41.5,34.5,67,57,57,49.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1385,811,185.75,173.75,6384,0.5,0.935397,12768,0,0,11.25,6.25,12.5,10,60,58,74.5,74.5,27.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1054,801,321.25,76.75,600,3,0.23891,200,0,0,13.75,8.75,12.5,10,58.5,28.5,164,24.5,72.5,5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1404,808,176,63,464,0.5,0.357954,928,0,0,11,1,12.5,5,88,39.5,59,14.5,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
